ISO Code,Country,Region,Year,Cluster,Index,Infrastructure,Affordability,Consumer Readiness,Content and Services,Network coverage,Network performance,Spectrum,Mobile data affordability,Handset affordability,Taxation,Mobile Ownership,Basic Skills,Gender Equality,Local Relevance,Online Security,2G Population Coverage,3G Population Coverage,4G Population Coverage,5G Population Coverage,Mobile download speeds,Mobile upload speeds,Mobile latencies,Spectrum assigned in bands below 1GHz,Spectrum assigned in bands between 1-3GHz,Spectrum assigned in bands between 3-6GHz,Spectrum assigned in mmWave bands,Affordability of entry basket (1GB),Affordability of higher basket (5GB),Affordability of entry basket (1GB) for poorest 40%,Affordability of higher basket (5GB) for poorest 40%,Device affordability,Device affordability for poorest 40%,Cost of taxes on mobile data,Cost of taxes on handsets,Cost of sector specific taxes on mobile data,Mobile ownership,Literacy,School Life Expectancy,Gender gap in mobile ownership,Gender gap in mobile internet,Top-Level Domains (TLDs) per person,E-Government Score,Mobile Social Media Penetration,Locally developed apps per person,Digital Language Support,Language accessibility of top ranked apps,Cybersecurity Index,Readiness Score,Sustainability Score,Potential Deployment
GHA,Ghana,Sub-Saharan Africa,2021,2,51.57,55.19,44.72,57.22,50.07,84.94,33.11,39.83,49.59,43.36,37.68,56.01,58.69,56.95,40.92,86.69,99.0,97.0,90.6,0.0,7.11,16.52,75.71,46.67,55.0,0.0,0.0,67.14,51.81,47.36,32.03,54.08,32.65,53.23,0.14,59.68,56.01,76.49,40.89,92.34,21.57,31.38,58.57,25.85,57.51,27.07,67.0,86.69,60,65,No
GHA,Ghana,Sub-Saharan Africa,2022,2,52.44,58.02,44.37,59.75,49.17,89.37,35.77,39.83,55.73,37.34,35.71,57.38,59.23,62.64,39.79,86.69,99.3,99.3,99.3,0.0,7.1,20.95,79.27,46.67,55.0,0.0,0.0,72.29,58.96,52.51,39.18,48.05,26.62,46.83,0.0,60.32,57.38,76.49,41.97,76.98,48.29,31.44,53.61,19.53,57.52,30.18,67.0,86.69,60,65,No
GHA,Ghana,Sub-Saharan Africa,2023,2,55.41,60.11,47.42,66.85,49.47,89.41,40.94,39.83,63.74,36.96,35.71,58.62,59.23,82.69,40.16,86.69,99.3,99.4,99.3,0.0,10.89,30.5,81.44,46.67,55.0,0.0,0.0,80.29,66.96,60.51,47.18,47.67,26.24,46.83,0.0,60.32,58.62,76.49,41.97,100.0,65.38,31.33,53.61,21.0,55.47,32.71,67.0,86.69,60,65,No
GHA,Ghana,Sub-Saharan Africa,2024,2,54.75,62.74,40.05,68.69,52.06,90.16,46.77,39.83,45.11,37.15,35.71,59.61,59.23,87.24,40.26,99.27,99.55,99.5,99.3,6.88,18.85,39.68,81.77,46.67,55.0,0.0,0.0,61.95,46.91,42.17,29.41,47.86,26.43,46.83,0.0,60.32,59.61,76.49,41.97,88.76,85.71,31.35,60.84,22.42,49.53,34.05,67.0,99.27,60,65,No
GIN,Guinea,Sub-Saharan Africa,2021,1,32.91,43.54,33.6,44.21,18.14,76.4,26.84,11.19,26.39,32.57,50.09,39.17,36.21,57.24,17.54,20.53,92.0,92.0,76.0,0.0,7.06,12.71,60.76,11.43,18.27,0.0,0.0,36.83,27.79,24.98,15.94,38.98,26.15,56.5,34.43,59.35,39.17,40.0,32.41,65.91,48.57,11.59,32.99,17.46,17.81,13.34,21.99,20.53,70,75,Yes
GIN,Guinea,Sub-Saharan Africa,2022,1,32.57,42.35,34.34,37.71,20.51,76.53,23.75,11.19,27.28,33.53,50.09,40.16,36.21,36.77,20.5,20.53,93.0,92.04,76.03,0.0,7.23,14.35,49.67,11.43,18.27,0.0,0.0,37.72,28.68,25.87,16.83,39.95,27.11,56.5,34.43,59.35,40.16,40.0,32.41,59.26,14.29,12.33,44.21,13.9,20.08,14.43,39.31,20.53,70,75,Yes
GIN,Guinea,Sub-Saharan Africa,2023,1,37.28,46.12,44.7,43.16,21.71,78.1,31.6,11.19,29.37,57.58,49.61,41.26,36.21,52.01,22.01,20.53,93.0,94.0,78.0,0.0,9.37,20.95,64.5,11.43,18.27,0.0,0.0,39.82,30.78,27.97,18.93,64.0,51.16,56.5,32.99,59.35,41.26,40.0,32.41,54.02,50.0,11.82,44.21,18.11,21.83,13.57,45.23,20.53,70,75,Yes
GIN,Guinea,Sub-Saharan Africa,2024,1,40.18,46.32,43.75,46.03,27.95,78.54,31.66,11.19,24.92,59.65,49.61,42.85,36.21,59.03,20.8,56.55,93.0,94.58,78.53,0.0,10.95,25.75,58.28,11.43,18.27,0.0,0.0,35.89,27.42,24.04,12.34,66.07,53.23,56.5,32.98,59.35,42.85,40.0,32.41,70.7,47.37,12.31,48.08,20.75,13.74,15.59,35.15,56.55,70,75,Yes
GMB,Gambia,Sub-Saharan Africa,2021,1,32.02,41.63,27.32,35.55,25.99,62.13,33.3,17.29,9.91,16.91,82.95,37.7,37.81,31.14,24.46,32.12,98.0,72.83,58.0,0.0,7.47,8.36,84.07,24.38,17.02,0.0,0.0,25.73,4.08,9.83,0.0,26.49,7.33,84.78,64.08,100.0,37.7,51.64,23.99,62.27,0.0,27.95,8.75,16.99,51.05,20.45,3.0,32.12,70,75,Yes
GMB,Gambia,Sub-Saharan Africa,2022,1,33.67,42.56,24.53,47.08,26.16,64.11,33.64,17.29,10.11,9.73,82.95,39.54,37.81,63.89,24.67,32.12,98.0,75.78,60.0,0.0,8.68,8.68,83.55,24.38,17.02,0.0,0.0,25.99,4.35,10.09,0.0,19.34,0.13,84.78,64.08,100.0,39.54,51.64,23.99,66.67,61.11,27.28,14.55,13.15,52.7,21.45,3.0,32.12,70,75,Yes
GMB,Gambia,Sub-Saharan Africa,2023,1,36.59,44.97,26.73,54.8,27.21,66.84,36.94,17.29,13.01,12.35,82.95,41.12,37.81,85.46,25.99,32.12,98.0,78.86,62.0,7.0,9.48,14.1,87.23,24.38,17.02,0.0,0.0,29.86,8.22,13.96,0.0,21.77,2.93,84.78,64.08,100.0,41.12,51.64,23.99,86.3,84.62,28.46,14.55,14.27,50.87,27.55,3.0,32.12,70,75,Yes
GMB,Gambia,Sub-Saharan Africa,2024,1,42.08,47.25,34.38,60.19,32.07,70.13,39.33,17.29,26.22,18.26,82.95,42.77,37.81,100.0,24.65,61.73,98.0,82.2,63.63,20.0,14.46,16.92,86.62,24.38,17.02,0.0,0.0,39.82,28.82,23.92,12.33,30.19,6.33,84.78,64.08,100.0,42.77,51.64,23.99,100.0,100.0,27.75,9.55,15.48,47.61,26.13,3.0,61.73,70,75,Yes
GNB,Guinea-Bissau,Sub-Saharan Africa,2021,1,32.63,50.06,35.18,36.98,17.4,72.16,43.63,18.72,18.38,35.88,67.38,40.08,47.81,23.04,19.29,9.85,100.0,92.4,63.0,0.0,15.77,34.21,80.91,19.05,30.67,0.0,0.0,33.95,16.33,20.43,2.81,43.2,28.55,70.17,31.97,100.0,40.08,60.92,34.7,40.13,5.94,24.99,6.36,13.75,30.88,13.81,19.66,9.85,70,75,Yes
GNB,Guinea-Bissau,Sub-Saharan Africa,2022,1,33.88,48.7,39.55,38.31,17.86,72.4,39.98,18.72,20.17,45.0,67.38,41.14,49.32,24.46,19.86,9.85,100.0,92.0,64.0,0.0,12.63,31.58,75.75,19.05,30.67,0.0,0.0,35.74,18.12,22.22,4.6,52.33,37.68,70.17,31.97,100.0,41.14,63.93,34.7,38.72,10.2,24.57,6.24,11.06,32.14,19.16,18.55,9.85,70,75,Yes
GNB,Guinea-Bissau,Sub-Saharan Africa,2023,1,34.81,48.19,39.33,41.38,18.73,69.6,30.98,39.77,18.45,46.17,67.38,42.31,49.32,32.5,20.95,9.85,100.0,85.0,64.0,0.0,12.09,36.94,43.92,57.14,37.33,0.0,0.0,30.13,20.3,16.6,6.78,53.5,38.85,70.17,31.97,100.0,42.31,63.93,34.7,48.06,16.94,24.66,6.24,13.83,31.94,21.66,19.07,9.85,70,75,Yes
GNB,Guinea-Bissau,Sub-Saharan Africa,2024,1,34.52,48.93,37.52,41.81,18.5,70.4,32.04,39.77,12.58,47.52,67.38,43.98,49.32,32.12,21.52,6.43,100.0,85.0,66.0,0.0,12.09,32.7,51.34,57.14,37.33,0.0,0.0,25.76,11.69,12.23,0.65,54.84,40.19,70.17,31.97,100.0,43.98,63.93,34.7,41.83,22.41,24.24,12.7,19.9,23.67,23.11,20.61,6.43,70,75,Yes
GNQ,Equatorial Guinea,Sub-Saharan Africa,2021,1,35.95,31.71,22.83,57.0,40.5,32.13,29.74,34.82,6.36,39.04,23.33,34.84,66.87,69.28,50.26,1.46,70.0,59.89,2.93,0.0,6.82,8.47,73.91,51.52,30.2,0.0,0.0,20.94,0.0,4.49,0.0,47.95,30.13,50.0,0.0,20.0,34.84,88.0,45.73,73.32,65.23,81.19,12.46,7.32,65.2,58.96,64.86,1.46,70,75,Yes
GNQ,Equatorial Guinea,Sub-Saharan Africa,2022,1,38.74,35.16,26.19,61.03,40.07,35.41,35.07,34.82,7.17,46.63,23.33,35.87,66.87,80.36,49.73,1.46,70.0,66.74,4.29,0.0,8.18,11.72,85.3,51.52,30.2,0.0,0.0,22.56,0.0,6.11,0.0,55.54,37.72,50.0,0.0,20.0,35.87,88.0,45.73,84.47,76.25,80.95,18.45,5.91,63.63,59.62,58.62,1.46,70,75,Yes
GNQ,Equatorial Guinea,Sub-Saharan Africa,2023,1,38.22,36.3,24.53,55.81,42.93,39.91,33.43,34.82,5.86,43.8,23.33,36.6,66.87,63.97,53.3,1.46,85.0,72.24,6.28,0.0,9.12,15.31,75.87,51.52,30.2,0.0,0.0,19.94,0.0,3.49,0.0,52.71,34.88,50.0,0.0,20.0,36.6,88.0,45.73,78.95,48.99,93.52,18.45,10.38,58.41,62.49,64.97,1.46,70,75,Yes
GRC,Greece,Europe & Central Asia,2021,0,78.22,82.71,61.27,91.03,81.16,95.19,69.2,84.78,63.28,77.2,25.41,88.68,97.83,86.59,77.96,93.98,99.9,99.0,99.0,60.0,50.35,66.89,90.36,90.48,75.0,97.5,48.27,73.04,67.24,59.32,53.52,84.63,69.77,17.65,46.83,11.76,88.68,97.9,97.75,92.81,80.37,73.41,74.06,68.78,89.9,81.8,77.74,93.98,90,85,Yes
GRC,Greece,Europe & Central Asia,2022,0,79.94,87.4,62.38,92.18,81.26,97.19,78.92,84.78,68.01,75.23,25.41,89.13,98.95,88.47,78.08,93.98,99.9,99.0,99.0,80.0,68.38,77.3,91.08,90.48,75.0,97.5,48.27,76.39,73.26,62.76,59.64,82.6,67.85,17.65,46.83,11.76,89.13,97.9,100.0,96.45,80.49,73.79,77.53,70.61,88.66,78.13,80.92,93.98,90,85,Yes
GRC,Greece,Europe & Central Asia,2023,0,81.43,90.54,65.59,91.23,81.16,98.19,85.76,84.78,76.92,74.36,25.41,89.58,98.95,85.15,77.95,93.98,99.9,99.0,99.0,90.0,82.88,83.52,90.88,90.48,75.0,97.5,48.27,90.39,77.06,76.77,63.44,81.74,66.98,17.65,46.83,11.76,89.58,97.9,100.0,96.45,73.85,74.37,77.53,70.05,88.26,77.73,81.19,93.98,90,85,Yes
GRC,Greece,Europe & Central Asia,2024,0,81.42,93.99,62.71,90.54,82.36,99.09,93.51,84.78,68.56,75.51,25.41,89.75,98.95,82.93,78.66,97.19,99.9,99.0,99.0,99.0,100.0,89.71,90.81,90.48,75.0,97.5,48.27,77.32,74.58,63.7,58.62,82.89,68.13,17.65,46.83,11.76,89.75,97.9,100.0,96.45,69.4,74.57,81.45,70.17,85.35,81.92,81.07,97.19,90,85,Yes
GTM,Guatemala,Latin America & Caribbean,2021,2,55.79,56.45,51.62,61.4,54.16,83.2,44.74,26.39,31.45,48.79,97.62,57.87,59.42,66.92,64.41,13.13,100.0,95.0,88.0,0.0,14.84,34.65,84.72,34.29,30.83,0.0,0.0,42.19,42.19,20.72,20.72,60.42,37.16,96.43,96.43,100.0,57.87,82.52,36.33,61.46,72.38,51.91,52.64,53.44,67.21,78.18,90.0,13.13,60,65,No
GTM,Guatemala,Latin America & Caribbean,2022,2,58.05,59.65,55.9,63.56,53.56,85.9,50.02,26.39,33.71,57.24,97.62,60.04,59.68,70.96,63.67,13.13,100.0,95.0,89.0,23.0,16.79,47.04,86.25,34.29,30.83,0.0,0.0,43.87,43.87,23.54,23.54,68.25,46.23,96.43,96.43,100.0,60.04,83.03,36.33,70.85,71.06,51.84,54.09,47.89,66.46,78.88,92.5,13.13,60,65,No
GTM,Guatemala,Latin America & Caribbean,2023,2,60.37,69.88,51.32,68.61,53.99,88.0,63.22,46.98,35.32,44.16,97.62,61.47,59.68,84.69,64.2,13.13,100.0,95.0,90.0,40.0,35.89,66.4,87.37,62.86,51.83,0.0,0.0,45.48,45.48,25.16,25.16,55.17,33.15,96.43,96.43,100.0,61.47,83.03,36.33,79.18,90.2,51.65,54.09,49.99,63.94,83.64,89.5,13.13,60,65,No
GTM,Guatemala,Latin America & Caribbean,2024,2,62.61,75.03,50.45,67.56,60.07,89.36,74.72,46.98,31.88,45.44,97.62,63.17,59.68,79.83,65.09,39.98,100.0,95.0,90.02,53.5,56.74,80.14,87.29,62.86,51.83,0.0,0.0,44.5,37.12,24.17,21.71,56.45,34.43,96.43,96.43,100.0,63.17,83.03,36.33,77.7,81.97,51.25,65.38,55.68,57.48,83.84,89.05,39.98,60,65,No
GUY,Guyana,Latin America & Caribbean,2021,2,54.63,37.91,61.22,78.8,48.7,49.14,40.41,10.43,32.69,71.29,98.15,67.63,68.76,100.0,53.85,28.11,97.3,70.3,28.23,0.0,12.18,22.08,86.98,8.88,19.94,0.0,0.0,48.87,38.84,26.54,16.51,83.38,59.19,100.0,94.44,100.0,67.63,85.64,51.88,100.0,100.0,50.09,45.78,65.35,63.18,17.73,100.0,28.11,60,65,No
GUY,Guyana,Latin America & Caribbean,2022,2,58.24,43.09,71.59,79.41,46.97,64.76,37.75,10.43,45.14,84.77,98.15,69.46,68.76,100.0,51.69,28.11,98.0,98.0,39.39,0.0,10.02,18.67,84.57,8.88,19.94,0.0,0.0,60.43,50.41,39.86,29.84,95.91,73.62,100.0,94.44,100.0,69.46,85.64,51.88,100.0,100.0,50.17,45.09,56.18,63.92,15.65,100.0,28.11,60,65,No
GUY,Guyana,Latin America & Caribbean,2023,2,62.1,52.59,73.47,79.57,48.39,86.4,39.86,10.43,46.98,87.61,98.15,71.2,68.76,98.75,53.46,28.11,98.0,98.5,93.0,0.0,11.24,22.29,86.05,8.88,19.94,0.0,0.0,62.27,52.25,41.71,31.68,98.75,76.48,100.0,94.44,100.0,71.2,85.64,51.88,100.0,97.5,50.32,45.09,59.93,65.04,19.44,100.0,28.11,60,65,No
GUY,Guyana,Latin America & Caribbean,2024,2,63.92,51.8,78.15,78.89,52.26,86.6,37.7,10.43,54.17,92.14,98.15,72.16,68.76,95.75,53.48,47.38,98.0,99.0,93.0,0.0,9.43,18.91,84.76,8.88,19.94,0.0,0.0,69.46,59.43,48.9,38.88,100.0,84.27,100.0,94.44,100.0,72.16,85.64,51.88,100.0,91.5,50.2,34.55,63.86,63.66,22.43,100.0,47.38,60,65,No
HKG,Hong Kong,East Asia & Pacific,2021,0,87.52,80.17,92.22,91.83,86.39,99.1,69.62,63.43,89.11,91.44,100.0,91.36,90.81,93.34,84.86,92.53,100.0,99.0,99.0,99.0,54.53,62.43,91.89,42.86,83.33,100.0,40.0,100.0,90.22,91.48,74.74,99.82,83.05,100.0,100.0,100.0,91.36,97.0,84.61,93.13,93.55,83.05,89.68,87.56,100.0,58.84,100.0,92.53,90,85,Yes
HKG,Hong Kong,East Asia & Pacific,2022,0,89.03,87.88,90.98,91.28,86.08,99.15,80.5,80.1,89.91,87.53,100.0,91.74,90.67,91.42,84.47,92.53,100.0,99.1,99.0,99.1,71.3,77.32,92.88,76.19,83.33,100.0,40.0,100.0,90.3,94.52,74.82,95.91,79.15,100.0,100.0,100.0,91.74,97.0,84.34,93.27,89.58,82.69,88.76,88.32,100.0,56.96,100.0,92.53,90,85,Yes
HKG,Hong Kong,East Asia & Pacific,2023,0,90.59,91.85,93.53,93.33,83.99,99.25,90.33,80.1,95.19,88.63,100.0,92.12,91.08,96.77,81.85,92.53,100.0,99.3,99.0,99.3,89.94,88.67,92.4,76.19,83.33,100.0,40.0,100.0,100.0,95.56,85.2,97.01,80.25,100.0,100.0,100.0,92.12,97.0,85.17,100.0,93.55,83.26,88.76,84.2,100.0,47.41,100.0,92.53,90,85,Yes
HKG,Hong Kong,East Asia & Pacific,2024,0,91.21,94.08,93.16,93.26,84.67,99.28,95.88,80.1,92.91,89.99,100.0,92.51,91.08,96.19,82.91,91.73,100.0,99.36,99.0,99.36,100.0,97.53,90.1,76.19,83.33,100.0,40.0,100.0,97.81,93.61,80.21,98.37,81.61,100.0,100.0,100.0,92.51,97.0,85.17,96.63,95.74,82.54,92.58,79.49,100.0,56.22,100.0,91.73,90,85,Yes
HND,Honduras,Latin America & Caribbean,2021,2,49.56,52.42,38.1,60.49,49.95,73.62,41.92,31.05,13.81,36.56,89.76,58.67,59.89,62.93,61.88,2.2,88.17,86.0,76.0,0.0,15.73,29.1,80.93,38.1,40.0,0.0,0.0,25.71,25.71,1.9,1.9,49.46,23.67,84.78,84.51,100.0,58.67,89.0,30.77,57.85,68.0,36.21,35.32,49.0,65.54,96.26,89.5,2.2,60,65,No
HND,Honduras,Latin America & Caribbean,2022,2,53.4,55.73,41.36,73.47,47.99,76.9,46.91,31.05,16.25,42.29,89.75,60.52,59.89,100.0,59.44,2.2,89.03,90.0,80.0,0.0,20.23,39.55,80.95,38.1,40.0,0.0,0.0,27.75,27.75,4.75,4.75,54.74,29.83,84.78,84.46,100.0,60.52,89.0,30.77,100.0,100.0,35.9,24.17,41.76,65.03,96.93,91.0,2.2,60,65,No
HND,Honduras,Latin America & Caribbean,2023,2,53.26,59.04,41.78,67.68,48.21,79.7,52.36,31.05,19.17,49.88,70.83,62.22,59.89,80.94,59.72,2.2,89.03,92.0,85.0,0.0,28.35,47.69,81.05,38.1,40.0,0.0,0.0,30.67,30.67,7.67,7.67,62.33,37.42,84.78,27.7,100.0,62.22,89.0,30.77,70.83,91.04,35.97,24.17,42.57,62.95,100.0,90.0,2.2,60,65,No
HND,Honduras,Latin America & Caribbean,2024,2,56.42,61.22,40.97,74.54,54.19,81.7,55.82,31.05,15.9,51.12,70.83,63.72,59.89,100.0,60.71,28.08,91.0,93.92,87.59,0.0,35.64,55.13,76.69,38.1,40.0,0.0,0.0,28.58,24.01,5.59,5.41,63.57,38.66,84.78,27.7,100.0,63.72,89.0,30.77,100.0,100.0,36.14,45.87,42.22,57.99,100.0,88.57,28.08,60,65,No
HRV,Croatia,Europe & Central Asia,2021,0,79.15,77.31,73.15,84.98,81.67,94.4,59.82,78.09,78.69,70.85,66.67,88.57,83.93,82.44,78.96,92.53,100.0,99.5,99.5,48.0,41.77,49.94,87.75,88.38,67.43,80.0,33.33,94.89,74.16,83.22,62.48,77.18,64.53,50.0,50.0,100.0,88.57,99.0,68.87,84.6,80.28,71.25,78.19,69.97,88.22,83.56,85.41,92.53,90,85,Yes
HRV,Croatia,Europe & Central Asia,2022,0,83.43,88.01,79.38,84.57,82.0,99.3,81.68,78.09,79.78,85.34,66.67,88.92,84.23,80.55,79.37,92.53,100.0,99.5,99.5,97.03,78.44,76.64,89.97,88.38,67.43,80.0,33.33,96.4,75.28,84.28,63.16,91.91,78.78,50.0,50.0,100.0,88.92,99.0,69.47,82.27,78.82,71.42,81.08,70.07,87.26,83.21,88.71,92.53,90,85,Yes
HRV,Croatia,Europe & Central Asia,2023,0,85.94,93.58,82.05,87.04,81.61,99.35,95.55,78.09,83.85,87.95,66.67,89.3,84.23,87.57,78.88,92.53,100.0,99.5,99.5,97.49,100.0,96.44,90.2,88.38,67.43,80.0,33.33,100.0,79.61,88.3,67.49,94.51,81.38,50.0,50.0,100.0,89.3,99.0,69.47,93.13,82.02,71.76,81.08,68.24,86.68,83.15,88.09,92.53,90,85,Yes
HRV,Croatia,Europe & Central Asia,2024,0,87.03,94.3,83.73,89.34,81.33,99.68,97.03,78.09,86.12,89.88,66.67,89.41,84.23,94.38,79.6,88.28,100.0,99.9,99.8,98.0,100.0,100.0,91.08,88.38,67.43,80.0,33.33,98.67,86.43,86.56,72.81,96.44,83.31,50.0,50.0,100.0,89.41,99.0,69.47,100.0,88.76,72.0,87.35,67.41,83.82,87.37,87.41,88.28,90,85,Yes
HTI,Haiti,Latin America & Caribbean,2021,1,41.52,38.3,42.65,57.55,31.62,47.72,39.45,17.19,31.03,25.59,100.0,48.25,53.44,70.94,37.93,6.4,70.0,76.0,25.8,0.0,11.06,25.29,81.98,28.38,10.0,0.0,0.0,55.3,28.64,33.41,6.75,37.45,13.74,100.0,100.0,100.0,48.25,68.01,38.88,82.22,59.66,27.24,13.74,21.04,48.94,61.69,47.75,6.4,70,75,Yes
HTI,Haiti,Latin America & Caribbean,2022,1,43.07,41.6,46.59,59.74,29.72,56.23,39.17,17.19,35.75,30.71,100.0,49.74,53.44,76.05,35.54,6.4,70.0,76.0,47.08,0.0,10.27,26.86,80.37,28.38,10.0,0.0,0.0,59.14,32.48,39.02,12.36,41.61,19.82,100.0,100.0,100.0,49.74,68.01,38.88,82.22,69.87,26.97,8.65,17.59,49.69,62.41,33.48,6.4,70,75,Yes
HTI,Haiti,Latin America & Caribbean,2023,1,45.76,46.74,50.37,60.34,30.86,63.4,44.85,17.19,40.29,35.63,100.0,51.09,53.44,76.48,36.98,6.4,70.0,76.0,65.0,0.0,12.91,38.02,83.62,28.38,10.0,0.0,0.0,63.68,37.02,43.56,16.9,46.53,24.73,100.0,100.0,100.0,51.09,68.01,38.88,82.22,70.74,26.71,8.65,21.66,47.67,63.4,42.26,6.4,70,75,Yes
HTI,Haiti,Latin America & Caribbean,2024,1,47.58,48.74,48.01,62.01,35.31,63.4,49.85,17.19,28.62,41.42,100.0,52.97,53.44,79.62,38.06,24.28,70.0,76.0,65.0,0.0,16.41,49.33,83.82,28.38,10.0,0.0,0.0,42.44,37.95,22.32,11.76,52.31,30.52,100.0,100.0,100.0,52.97,68.01,38.88,82.22,77.02,26.82,13.79,22.2,42.86,64.01,55.1,24.28,70,75,Yes
HUN,Hungary,Europe & Central Asia,2021,0,82.46,79.19,80.55,89.74,80.78,91.12,66.86,79.98,78.71,82.06,81.23,88.5,82.51,98.21,78.16,91.28,100.0,100.0,100.0,11.16,45.16,64.42,91.0,85.71,75.0,97.5,0.0,93.95,74.79,82.62,63.46,88.2,75.93,100.0,43.7,100.0,88.5,99.1,65.92,96.42,100.0,76.96,74.68,70.35,89.33,85.01,63.6,91.28,90,85,Yes
HUN,Hungary,Europe & Central Asia,2022,0,85.03,89.8,80.09,90.0,80.74,92.6,91.92,79.98,79.61,80.0,81.23,89.22,82.56,98.21,78.11,91.28,100.0,100.0,100.0,26.0,88.46,94.94,92.35,85.71,75.0,97.5,0.0,95.24,76.01,83.21,63.98,86.51,73.48,100.0,43.7,100.0,89.22,99.1,66.02,96.42,100.0,76.93,74.65,70.75,87.68,84.66,66.4,91.28,90,85,Yes
HUN,Hungary,Europe & Central Asia,2023,0,86.43,93.04,82.33,90.62,80.4,96.5,96.1,79.98,81.81,83.4,81.23,91.08,82.56,98.21,77.68,91.28,100.0,100.0,100.0,65.0,96.87,100.0,91.42,85.71,75.0,97.5,0.0,98.38,77.26,86.35,65.23,89.92,76.89,100.0,43.7,100.0,91.08,99.1,66.02,96.42,100.0,76.93,74.65,68.85,87.16,85.16,66.0,91.28,90,85,Yes
HUN,Hungary,Europe & Central Asia,2024,0,85.57,93.89,78.8,90.56,80.03,97.4,97.32,79.98,72.09,84.29,81.23,90.92,82.56,98.21,77.88,88.65,100.0,100.0,100.0,74.0,100.0,100.0,91.97,85.71,75.0,97.5,0.0,81.05,77.5,69.02,60.77,90.8,77.77,100.0,43.7,100.0,90.92,99.1,66.02,96.42,100.0,77.26,71.44,68.74,84.54,89.32,67.62,88.65,90,85,Yes
IDN,Indonesia,East Asia & Pacific,2021,3,68.28,63.1,67.62,72.3,70.44,86.96,50.83,39.9,75.46,43.59,100.0,61.82,77.23,77.86,64.33,94.88,98.0,96.0,96.0,3.61,17.2,50.62,84.68,43.81,60.0,0.0,0.0,87.42,77.6,73.31,63.49,51.24,35.95,100.0,100.0,100.0,61.82,96.0,58.45,72.11,83.6,46.48,72.34,69.21,74.38,53.17,84.5,94.88,45,50,No
IDN,Indonesia,East Asia & Pacific,2022,3,70.46,65.84,76.66,69.77,69.97,89.2,55.45,39.9,77.03,64.63,100.0,64.04,77.23,68.06,63.74,94.88,98.0,98.0,98.0,10.0,21.3,58.95,86.1,43.81,60.0,0.0,0.0,94.23,73.64,80.41,59.83,72.11,57.14,100.0,100.0,100.0,64.04,96.0,58.45,66.1,70.01,47.34,76.44,60.15,75.21,53.55,88.5,94.88,45,50,No
IDN,Indonesia,East Asia & Pacific,2023,3,72.9,69.8,83.18,71.46,68.06,89.77,64.77,39.9,78.09,79.87,100.0,66.46,77.23,70.71,61.35,94.88,98.0,98.0,98.0,15.7,31.96,75.44,86.93,43.81,60.0,0.0,0.0,95.29,74.7,81.47,60.89,87.35,72.38,100.0,100.0,100.0,66.46,96.0,58.45,57.56,83.86,48.13,76.44,49.48,73.41,54.04,87.0,94.88,45,50,No
IDN,Indonesia,East Asia & Pacific,2024,3,74.75,72.28,77.45,79.14,70.45,90.96,69.8,39.9,63.6,80.03,100.0,67.92,77.23,92.28,63.07,100.0,99.35,98.0,98.0,26.26,39.5,81.26,88.64,43.81,60.0,0.0,0.0,78.91,60.29,65.09,50.11,87.51,72.54,100.0,100.0,100.0,67.92,96.0,58.45,84.56,100.0,48.84,80.35,50.61,67.85,63.1,89.52,100.0,45,50,No
IND,India,South Asia,2021,3,61.77,56.97,70.61,53.9,67.14,88.83,38.75,29.69,72.62,74.44,58.95,67.01,59.26,35.43,59.55,97.5,99.06,98.78,98.53,0.0,14.02,23.21,79.02,32.86,44.2,0.0,0.0,83.96,70.63,74.61,61.28,79.51,69.38,73.73,3.11,100.0,67.01,75.6,42.93,51.89,18.97,43.07,82.32,32.93,73.8,70.04,73.47,97.5,45,50,No
IND,India,South Asia,2022,3,63.83,62.39,69.8,56.76,67.17,89.52,42.84,47.24,71.74,73.3,58.95,69.31,60.45,40.52,59.59,97.5,99.21,98.82,98.67,6.0,21.8,27.03,79.68,42.38,44.2,62.38,68.71,82.39,70.43,73.04,61.09,78.36,68.23,73.73,3.11,100.0,69.31,76.0,44.89,61.95,19.09,45.78,79.34,32.69,74.2,70.17,70.84,97.5,45,50,No
IND,India,South Asia,2023,3,68.26,73.49,70.54,62.46,67.06,94.02,61.72,55.95,74.64,72.24,58.95,71.49,65.43,50.47,59.45,97.5,99.21,99.0,99.0,49.0,63.72,40.55,80.89,51.9,44.2,79.89,95.15,87.21,71.41,77.86,62.06,77.3,67.17,73.73,3.11,100.0,71.49,82.0,48.85,61.16,39.78,46.03,79.34,32.07,73.49,70.78,70.44,97.5,45,50,No
IND,India,South Asia,2024,3,67.78,81.25,63.91,60.51,67.16,97.39,77.14,57.19,56.77,73.54,58.95,72.41,68.11,41.02,59.33,98.49,99.28,99.06,99.06,82.15,94.96,54.38,82.07,52.45,47.42,79.89,95.15,67.3,54.45,57.95,47.39,78.6,68.48,73.73,3.11,100.0,72.41,82.0,54.22,47.47,34.58,45.34,81.84,33.81,69.3,72.25,70.03,98.49,45,50,No
IRL,Ireland,Europe & Central Asia,2021,0,87.02,75.91,93.76,90.55,88.96,97.72,62.88,58.33,98.9,100.0,71.0,84.72,95.5,91.44,89.74,85.86,99.8,99.8,99.8,79.0,45.87,55.25,87.52,61.9,47.5,87.5,0.0,100.0,100.0,100.0,95.6,100.0,100.0,56.5,56.5,100.0,84.72,99.0,92.0,89.69,93.18,82.36,77.51,77.58,100.0,100.0,100.0,85.86,90,85,Yes
